id,quelle,betreiber,ladeeinr_art,plz_ort,adresse,ladeart,bemerkungen,anschlussltg_kw,steckertyp_1,p1_kw,steckertyp_2,p2_kw,steckertyp_3,p3_kw,steckertyp_4,p4_kw,inbetrieb_am,x_wert,y_wert
488,bnetza,Allego GmbH,Normalladeeinrichtung,10115 Berlin,Anklamer Str. 12,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-03-21T00:00:00,391281.1555295104,5821719.1767578078
489,bnetza,Allego GmbH,Normalladeeinrichtung,10115 Berlin,Anklamer Str. 12,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-03-21T00:00:00,391281.1555295104,5821719.1767578078
490,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10115 Berlin,Anklamer Str. 8,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2009-07-14T00:00:00,391192.30223672645,5821687.322951491
491,bnetza,Allego GmbH,Normalladeeinrichtung,10115 Berlin,Borsigstr. 1,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-03-13T00:00:00,390867.9348706397,5820992.72099863
492,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10115 Berlin,Boyenstr. 23,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2009-07-14T00:00:00,389366.21437609312,5821901.5149629293
493,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10115 Berlin,Gartenstraße 13,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2010-04-14T00:00:00,390879.15563756751,5821258.644936556
494,bnetza,Allego GmbH,Normalladeeinrichtung,10115 Berlin,Habersaathstr. 34,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-12-21T00:00:00,389951.27212118154,5821431.1974239238
495,bnetza,Allego GmbH,Normalladeeinrichtung,10115 Berlin,Kieler Str. 5,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-01-26T00:00:00,389462.0929383341,5821715.1836003875
496,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10115 Berlin,Torstraße 165,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2010-04-14T00:00:00,391180.419455242,5821100.8257005438
497,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10117 Berlin,Behrensstraße 28,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2010-04-14T00:00:00,390745.98102564993,5819632.8573518433
498,bnetza,Allego GmbH,Normalladeeinrichtung,10117 Berlin,Dorotheenstr. 63,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-07-12T00:00:00,390602.82228146965,5819943.398923669
499,bnetza,Allego GmbH,Normalladeeinrichtung,10117 Berlin,Dorotheenstr. 63,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-07-12T00:00:00,390602.82228146965,5819943.398923669
500,bnetza,Allego GmbH,Normalladeeinrichtung,10117 Berlin,Jägerstr. 61,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-05-17T00:00:00,390749.87205466628,5819414.668483546
501,bnetza,Allego GmbH,Normalladeeinrichtung,10117 Berlin,Jägerstr. 61,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-05-17T00:00:00,390749.87205466628,5819414.668483546
502,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10117 Berlin,Krausenstraße 72,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2010-07-13T00:00:00,390704.43738029466,5818923.9509573225
503,bnetza,Allego GmbH,Normalladeeinrichtung,10117 Berlin,Leipziger Str. 59 in Jerusalemer Str .,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-12-12T00:00:00,391198.94787235232,5819117.9149392517
504,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10117 Berlin,Luisenstr. 31,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2009-07-17T00:00:00,390099.66251046915,5820090.6442065593
505,bnetza,Allego GmbH,Normalladeeinrichtung,10117 Berlin,Mauerstr. 32,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-02-27T00:00:00,390363.58162356855,5819569.1829114342
506,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10117 Berlin,Neue Jüdenstraße 1,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2010-09-13T00:00:00,392139.38453887921,5819595.7446890911
507,bnetza,Allego GmbH,Normalladeeinrichtung,10117 Berlin,Neustädtische Kirchstr. 8,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-04-27T00:00:00,390436.45552812237,5820059.1736108065
508,bnetza,Allego GmbH,Normalladeeinrichtung,10117 Berlin,Neustädtische Kirchstr. 8,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-04-27T00:00:00,390436.45552812237,5820059.1736108065
509,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10117 Berlin,Planckstr. 4,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2009-07-17T00:00:00,390775.84919324378,5819979.8193523493
510,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10117 Berlin,Platz vor dem Neuen Tor ,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2016-04-07T00:00:00,390026.50829587725,5821076.7570781307
511,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10117 Berlin,Reinhardtstraße 32,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2012-03-13T00:00:00,390155.69671327644,5820421.99463046
512,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10117 Berlin,Schumannstr. 6,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2009-07-14T00:00:00,390131.82383632381,5820522.6797035122
513,bnetza,Allego GmbH,Normalladeeinrichtung,10117 Berlin,Taubenstr. 14,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-01-19T00:00:00,390752.14381352789,5819312.5772310384
514,bnetza,APCOA PARKING Deutschland GmbH,Normalladeeinrichtung,10117 Berlin,Unter den Linden 77,"","",11,AC Steckdose Typ 2,11,"","","","","","",2016-12-01T00:00:00,390089.64813902322,5819666.7471361849
515,bnetza,Allego GmbH,Normalladeeinrichtung,10117 Berlin,Voßstr. 24,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-05-18T00:00:00,389939.02876241464,5819101.3246733164
516,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10119 Berlin,Veteranenstraße 25,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2010-07-16T00:00:00,391690.12651404721,5821611.96474823
517,bnetza,Allego GmbH,Schnellladeeinrichtung,10178 Berlin,Alexanderstr. 4,"","",93,"DC Kupplung Combo, DC CHAdeMO",50,AC Kupplung Typ 2,43,"","","","",2016-12-01T00:00:00,392385.25244074385,5820364.4794884808
518,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10178 Berlin,Jüdenstrasse 1,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2009-07-14T00:00:00,392056.78934595373,5819926.2721911147
519,bnetza,Allego GmbH,Normalladeeinrichtung,10178 Berlin,Karl-Liebknecht-Str. 29,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-04-27T00:00:00,392299.08943634247,5820529.7261652229
520,bnetza,Allego GmbH,Normalladeeinrichtung,10178 Berlin,Karl-Liebknecht-Str. 29,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-04-27T00:00:00,392299.08943634247,5820529.7261652229
521,bnetza,Kaufland,Schnellladeeinrichtung,10178 Berlin,Karl-Liebknechtstraße 13,"","",93,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50,"","","","",2018-11-27T00:00:00,391969.95919023239,5820294.4172560014
522,bnetza,Union Investment Real,Normalladeeinrichtung,10178 Berlin,Karl-Liebknecht-Straße 5; U1 079,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2019-10-02T00:00:00,391710.24263149255,5820063.66980284
523,bnetza,Union Investment Real,Normalladeeinrichtung,10178 Berlin,Karl-Liebknecht-Straße 5; U2 104,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2019-10-02T00:00:00,391710.24263149255,5820063.66980284
524,bnetza,Union Investment Real,Normalladeeinrichtung,10178 Berlin,Karl-Liebknecht-Straße 5; U2 106,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2019-10-02T00:00:00,391710.24263149255,5820063.66980284
525,bnetza,Union Investment Real,Normalladeeinrichtung,10178 Berlin,Karl-Liebknecht-Straße 5; U3 064,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2019-10-02T00:00:00,391710.24263149255,5820063.66980284
526,bnetza,Union Investment Real,Normalladeeinrichtung,10178 Berlin,Karl-Liebknecht-Straße 5; U3 125,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2019-10-02T00:00:00,391710.24263149255,5820063.66980284
527,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10178 Berlin,Mollstraße 4,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2010-04-15T00:00:00,392901.31571100437,5820511.1765587665
528,bnetza,Allego GmbH,Normalladeeinrichtung,10178 Berlin,Spandauer Str. 2,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-04-14T00:00:00,391710.01965569507,5820182.5174143473
529,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10179 Berlin,Alte Jakobstraße 76,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2010-04-14T00:00:00,392031.47754800675,5818996.4553223131
530,bnetza,Allego GmbH,Normalladeeinrichtung,10179 Berlin,Am Köllnischen Park 3,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-10-14T00:00:00,392480.7874361095,5819320.9558808794
531,bnetza,APCOA PARKING Deutschland GmbH,Normalladeeinrichtung,10179 Berlin,Gruner Straße 20,"","",11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,2016-12-01T00:00:00,392443.55444516276,5820046.6870112764
532,bnetza,Allego GmbH,Normalladeeinrichtung,10179 Berlin,Heinrich-Heine-Str. 13,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-12-12T00:00:00,392391.34546995035,5818747.6271522986
533,bnetza,Allego GmbH,Normalladeeinrichtung,10179 Berlin,Wilhelmine-Gemberg-Weg 3,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2018-04-09T00:00:00,393007.39106307289,5818901.0479066847
534,bnetza,Allego GmbH,Normalladeeinrichtung,10243 Berlin,Andreasstr. 47,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-07-06T00:00:00,393643.96160939115,5819717.1824413091
535,bnetza,Allego GmbH,Normalladeeinrichtung,10243 Berlin,Friedrichsberger Str. 24,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-10-06T00:00:00,393806.41019469476,5820146.4032502128
536,bnetza,Allego GmbH,Normalladeeinrichtung,10243 Berlin,Grünberger Str. 4,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-03-30T00:00:00,394697.84867436084,5819235.1864010515
537,bnetza,Allego GmbH,Normalladeeinrichtung,10243 Berlin,Grünberger Str. 4,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-03-30T00:00:00,394697.84867436084,5819235.1864010515
538,bnetza,Allego GmbH,Normalladeeinrichtung,10243 Berlin,Kadinerstr. 1,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-10-06T00:00:00,394874.20985158673,5819468.74457734
539,bnetza,Allego GmbH,Normalladeeinrichtung,10243 Berlin,Koppenstr. 46,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-10-10T00:00:00,393999.75193735561,5820034.9464602359
540,bnetza,Allego GmbH,Normalladeeinrichtung,10243 Berlin,Marchlewskistr. 107,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-10-06T00:00:00,394768.64441570739,5818659.3836098611
541,bnetza,Allego GmbH,Normalladeeinrichtung,10245 Berlin,Glasbläserallee 4,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-10-30T00:00:00,395966.25716598233,5817338.6005681483
542,bnetza,Allego GmbH,Normalladeeinrichtung,10245 Berlin,Glasbläserallee 4,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-10-30T00:00:00,395966.25716598233,5817338.6005681483
543,bnetza,Allego GmbH,Normalladeeinrichtung,10245 Berlin,Markgrafendamm 6,"","",11,AC Steckdose Typ 2,11,"","","","","","",2017-07-24T00:00:00,395835.19690415543,5817591.6350676939
544,bnetza,Allego GmbH,Normalladeeinrichtung,10245 Berlin,Markgrafendamm 6,"","",3.7,AC Steckdose Typ 2,4,"","","","","","",2017-07-24T00:00:00,395835.19690415543,5817591.6350676939
545,bnetza,Allego GmbH,Normalladeeinrichtung,10245 Berlin,Rochowstr. 13,"","",11,AC Steckdose Typ 2,11,"","","","","","",2017-10-30T00:00:00,395364.513586449,5817807.960016829
546,bnetza,Allego GmbH,Normalladeeinrichtung,10245 Berlin,Rochowstr. 13,"","",3.7,AC Steckdose Typ 2,4,"","","","","","",2017-10-30T00:00:00,395364.513586449,5817807.960016829
547,bnetza,Allego GmbH,Normalladeeinrichtung,10245 Berlin,Wühlischstr. 54,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-08-18T00:00:00,395953.92550468922,5818564.970784938
548,bnetza,Allego GmbH,Normalladeeinrichtung,10247 Berlin,Berlin Gryphiusstr. 17,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2018-01-05T00:00:00,395827.93179337471,5818926.8352854913
549,bnetza,Lidl Dienstleistung GmbH & Co. KG,Normalladeeinrichtung,10247 Berlin,Eldenaer Str. 34A,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2019-07-31T00:00:00,396077.26774330839,5820045.3913593981
550,bnetza,Allego GmbH,Normalladeeinrichtung,10247 Berlin,Gryphiusstr. 17,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2018-01-05T00:00:00,395827.93179337471,5818926.8352854913
551,bnetza,Allego GmbH,Normalladeeinrichtung,10247 Berlin,Mainzer Str. 1,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-02-17T00:00:00,395707.18213779747,5819387.4023399884
552,bnetza,Allego GmbH,Normalladeeinrichtung,10247 Berlin,Scharnweberstr. 1 A,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-09-10T00:00:00,396507.16311572812,5819077.0114477929
553,bnetza,Allego GmbH,Normalladeeinrichtung,10249 Berlin,Büschingstr. 1,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-11-14T00:00:00,393420.83271911734,5820662.191468223
554,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10249 Berlin,Hermann-Blankenstein-Straße 40,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2012-05-23T00:00:00,395932.601685535,5820322.1939232042
555,bnetza,Allego GmbH,Normalladeeinrichtung,10249 Berlin,Kochhannstr. 9,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-10-24T00:00:00,394737.29279611952,5820467.0264975522
556,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10315 Berlin,Einbecker Straße 119,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2011-09-29T00:00:00,399115.37327220541,5818313.5954325423
557,bnetza,Allego GmbH,Normalladeeinrichtung,10315 Berlin,Rhinstr. 163,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-03-14T00:00:00,399466.5858119427,5821513.5108710565
558,bnetza,Allego GmbH,Normalladeeinrichtung,10317 Berlin,Nöldnerstr. 9,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-12-23T00:00:00,396682.55733496737,5817942.1206775745
559,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10317 Berlin,Stadthausstraße ,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2011-09-29T00:00:00,396901.40143943718,5818067.4771305835
560,bnetza,Allego GmbH,Normalladeeinrichtung,10317 Berlin,Weitlingstr. 52,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-08-26T00:00:00,397922.68271757959,5818251.7266125344
561,bnetza,Allego GmbH,Normalladeeinrichtung,10318 Berlin,Römerweg 38,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-06-26T00:00:00,399854.78422876616,5816768.69939569
562,bnetza,Allego GmbH,Normalladeeinrichtung,10318 Berlin,Römerweg 38,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-06-26T00:00:00,399854.78422876616,5816768.69939569
563,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10318 Berlin,Stolzenfelsstraße 1,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2012-09-28T00:00:00,399932.33187162038,5815579.6542220721
564,bnetza,Kaufland,Schnellladeeinrichtung,10319 Berlin,Sewandstraße 4 und 6,"","",93,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50,"","","","",2019-02-20T00:00:00,397972.343528611,5817680.9085883452
565,bnetza,Allego GmbH,Normalladeeinrichtung,10319 Berlin,Sewanstr. ggü. 43,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-04-14T00:00:00,398326.00243764353,5817508.7346216515
566,bnetza,EnBW Energie Baden-Württemberg,Normalladeeinrichtung,10365 Berlin,Frankfurter Allee 113-117,"","",110,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,2019-07-24T00:00:00,396706.61203360872,5819395.3793228846
567,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10365 Berlin,Frankfurter Allee 248,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2011-09-27T00:00:00,398035.70933801756,5819010.6880828673
568,bnetza,Allego GmbH,Normalladeeinrichtung,10367 Berlin,Josef-Orlopp-Str. 4,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-02-11T00:00:00,396881.80225709913,5820300.4455773644
569,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10367 Berlin,Normannenstr. 1,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2012-03-13T00:00:00,396857.90337553422,5819532.9502931852
570,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10369 Berlin,Landsberger Allee 174,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2011-12-23T00:00:00,396146.20982695883,5821215.6290135263
571,bnetza,Allego GmbH,Normalladeeinrichtung,10405 Berlin,Chodowiekistr. ggü.1,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-10-12T00:00:00,393639.26468287653,5821769.2977846023
572,bnetza,Allego GmbH,Normalladeeinrichtung,10405 Berlin,Immanuelkirchstr. 14,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-01-05T00:00:00,393211.06791585311,5821369.3514496032
573,bnetza,Allego GmbH,Normalladeeinrichtung,10405 Berlin,Kollwitzstr. 35,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-12-22T00:00:00,392488.734508037,5821581.0066543352
574,bnetza,Allego GmbH,Normalladeeinrichtung,10405 Berlin,Straßburger Str. 2,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2018-04-09T00:00:00,392287.55986657238,5821005.2377731381
575,bnetza,Allego GmbH,Normalladeeinrichtung,10407 Berlin,John-Schehr-Str.66,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-12-23T00:00:00,394358.35151236126,5821554.4334483352
576,bnetza,Lidl Dienstleistung GmbH & Co. KG,Normalladeeinrichtung,10407 Berlin,Kniprodestr.26,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2019-09-06T00:00:00,394613.56140468223,5821661.7642076164
577,bnetza,Lidl Dienstleistung GmbH & Co. KG,Normalladeeinrichtung,10407 Berlin,Kniprodestr.26,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2019-09-06T00:00:00,394613.56140468223,5821661.7642076164
578,bnetza,Allego GmbH,Normalladeeinrichtung,10407 Berlin,Oderbruchstr. 13,"","",3.7,AC Steckdose Typ 2,4,"","","","","","",2017-02-15T00:00:00,395652.7896105182,5821199.0816498576
579,bnetza,Kaufland,Schnellladeeinrichtung,10407 Berlin,Storkower Str. 139,"","",93,AC Kupplung Typ 2,43,"AC Kupplung Typ 2, DC CHAdeMO",50,"","","","",2018-11-27T00:00:00,395303.18251425523,5821561.17383403
580,bnetza,Allego GmbH,Normalladeeinrichtung,10409 Berlin,Hosemannstr. 9,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-06-06T00:00:00,394126.04774946347,5823026.9394215774
581,bnetza,Allego GmbH,Normalladeeinrichtung,10409 Berlin,Hosemannstr. 9,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-06-06T00:00:00,394126.04774946347,5823026.9394215774
582,bnetza,Allego GmbH,Normalladeeinrichtung,10409 Berlin,Naugarder Str. 1,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-11-14T00:00:00,394136.49313620338,5822478.1301018111
583,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,10435 Berlin,Griebenowstraße 5,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2009-07-17T00:00:00,391818.42073933361,5821819.6621994348
584,bnetza,Allego GmbH,Normalladeeinrichtung,10435 Berlin,Oderberger Str. 22,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-03-31T00:00:00,391956.25173973525,5822260.0530522177
585,bnetza,Allego GmbH,Normalladeeinrichtung,10435 Berlin,Oderberger Str. 22,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-03-31T00:00:00,391956.25173973525,5822260.0530522177
586,bnetza,Allego GmbH,Normalladeeinrichtung,10435 Berlin,Swinemünder Str. 126,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-12-19T00:00:00,391703.77897843195,5821781.2476469111
587,bnetza,Allego GmbH,Normalladeeinrichtung,10437 Berlin,Gneiststr. 10,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-08-29T00:00:00,392541.24166204815,5822745.3548122654
588,bnetza,Allego GmbH,Normalladeeinrichtung,10437 Berlin,Gneiststr. 10,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-08-29T00:00:00,392541.24166204815,5822745.3548122654
589,bnetza,Allego GmbH,Normalladeeinrichtung,10437 Berlin,Kopenhagener Str. 77,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-09-27T00:00:00,392337.37695061666,5823235.4443196449
590,bnetza,Allego GmbH,Normalladeeinrichtung,10437 Berlin,Kopenhagener Str. 77,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-09-27T00:00:00,392337.37695061666,5823235.4443196449
591,bnetza,Allego GmbH,Normalladeeinrichtung,10437 Berlin,Raumerstr. 31,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2018-04-11T00:00:00,393030.40589489479,5822448.8819178334
592,bnetza,Allego GmbH,Normalladeeinrichtung,10437 Berlin,Raumerstr. ggü. 6,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-12-22T00:00:00,392665.66605197458,5822643.4773745788
593,bnetza,Lidl Dienstleistung GmbH & Co. KG,Schnellladeeinrichtung,10439 Berlin,Bornholmer Str. 65,"","",50,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,"AC Kupplung Typ 2, DC CHAdeMO",43,"AC Kupplung Typ 2, DC Kupplung Combo",43,"","",2019-07-03T00:00:00,391591.71017758688,5823878.5478701489
594,bnetza,Allego GmbH,Normalladeeinrichtung,10439 Berlin,Krügerstr. 25,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-11-14T00:00:00,393498.38196645747,5823436.1445041345
595,bnetza,Allego GmbH,Normalladeeinrichtung,10439 Berlin,Paul-Robeson-Str. 50,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-11-14T00:00:00,392453.62706358003,5823629.5863039428
596,bnetza,Allego GmbH,Normalladeeinrichtung,10439 Berlin,Schönfließer Str. 9,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-11-14T00:00:00,392100.79437042732,5823820.8505525049
597,bnetza,APCOA PARKING Deutschland GmbH,Normalladeeinrichtung,10439 Berlin,Schönhauser Allee 79-80,"","",11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-12-01T00:00:00,392582.6586999814,5823332.4488969417
598,bnetza,Allego GmbH,Normalladeeinrichtung,10439 Berlin,Wichertstr. 34,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-11-13T00:00:00,393200.28852613759,5823017.6825634958
599,bnetza,Allego GmbH,Normalladeeinrichtung,10551 Berlin,Birkenstr. 33,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-04-07T00:00:00,387472.22905324225,5821553.6547262147
600,bnetza,Allego GmbH,Normalladeeinrichtung,10551 Berlin,Birkenstr. 33,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-04-07T00:00:00,387472.22905324225,5821553.6547262147
601,bnetza,Allego GmbH,Normalladeeinrichtung,10553 Berlin,Erasmusstr. 20,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-04-07T00:00:00,386517.33950511116,5820871.2936447226
602,bnetza,Allego GmbH,Normalladeeinrichtung,10553 Berlin,Erasmusstr. 20,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-04-07T00:00:00,386517.33950511116,5820871.2936447226
