id,quelle,betreiber,ladeeinr_art,plz_ort,adresse,ladeart,bemerkungen,anschlussltg_kw,steckertyp_1,p1_kw,steckertyp_2,p2_kw,steckertyp_3,p3_kw,steckertyp_4,p4_kw,inbetrieb_am,x_wert,y_wert
902,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,13055 Berlin,Große-Leege-Str. 115,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2011-09-29T00:00:00,398369.41672987735,5823088.9562980048
903,bnetza,Allego GmbH,Normalladeeinrichtung,13086 Berlin,Brauhausstraße 4,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2018-02-06T00:00:00,393690.23838913429,5823996.2472766982
904,bnetza,Allego GmbH,Normalladeeinrichtung,13086 Berlin,Brauhausstraße 4,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2018-02-06T00:00:00,393690.23838913429,5823996.2472766982
905,bnetza,Lidl Dienstleistung GmbH & Co. KG,Normalladeeinrichtung,13086 Berlin,Pistoriusstr. 66-67,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2019-07-25T00:00:00,394086.43492175458,5824045.2925141482
906,bnetza,BMW AG,Normalladeeinrichtung,13088 Berlin,Gehringstr. 20,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2019-04-30T00:00:00,395833.97273980291,5824694.4325711019
907,bnetza,Allego GmbH,Normalladeeinrichtung,13088 Berlin,Herbert-Baum-Str. 4,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-11-28T00:00:00,395297.005317475,5823219.5042463243
908,bnetza,Kaufland,Schnellladeeinrichtung,13089 Berlin,Romain-Rolland-Str. 13,"","",93,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50,"","","","",2019-01-28T00:00:00,394596.56899976067,5824922.2430029511
909,bnetza,Lidl Dienstleistung GmbH & Co. KG,Normalladeeinrichtung,13156 Berlin,Grabbeallee 27-29,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2019-08-29T00:00:00,391508.12882707134,5826101.0056882882
910,bnetza,Allego GmbH,Normalladeeinrichtung,13156 Berlin,Nordendstr. 66c,"","",11,AC Steckdose Typ 2,11,"","","","","","",2017-12-16T00:00:00,391236.68284466316,5827852.4270619983
911,bnetza,Allego GmbH,Normalladeeinrichtung,13156 Berlin,Nordendstr. 66c,"","",3.7,AC Steckdose Typ 2,4,"","","","","","",2017-12-16T00:00:00,391236.68284466316,5827852.4270619983
912,bnetza,Allego GmbH,Normalladeeinrichtung,13156 Berlin,Siegfriedstr. 12,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-08-29T00:00:00,392400.06619162369,5826887.3773302371
913,bnetza,Allego GmbH,Normalladeeinrichtung,13156 Berlin,Siegfriedstr. 12,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-08-29T00:00:00,392400.06619162369,5826887.3773302371
914,bnetza,Allego GmbH,Normalladeeinrichtung,13156 Berlin,Waldstr. 1 REWE,"","",22,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2017-01-26T00:00:00,391629.6239826798,5826831.960921444
915,bnetza,Allego GmbH,Normalladeeinrichtung,13187 Berlin,Brennerstr. 90,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-11-21T00:00:00,392389.20950629708,5824364.2011983776
916,bnetza,Allego GmbH,Normalladeeinrichtung,13187 Berlin,Mühlenstr. 17,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-11-28T00:00:00,391945.70867579826,5825212.7827872252
917,bnetza,Allego GmbH,Normalladeeinrichtung,13189 Berlin,Hallandstr. 59,"","",3.7,AC Steckdose Typ 2,4,"","","","","","",2018-06-15T00:00:00,393011.29024804907,5824214.5742000155
918,bnetza,Allego GmbH,Normalladeeinrichtung,13189 Berlin,Kissingenstr. 26,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-12-23T00:00:00,393319.04812668945,5825357.9955167342
919,bnetza,Allego GmbH,Normalladeeinrichtung,13347 Berlin,Groninger Str. 39,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-03-10T00:00:00,388903.02018763986,5824025.3005332425
920,bnetza,Allego GmbH,Normalladeeinrichtung,13347 Berlin,Plantagenstr. 43,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-12-14T00:00:00,389409.14366654138,5823041.3690051688
921,bnetza,Allego GmbH,Normalladeeinrichtung,13347 Berlin,Schulzendorfer Str. 26,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-12-12T00:00:00,389551.95959553309,5822365.6893039374
922,bnetza,Kaufland,Schnellladeeinrichtung,13349 Berlin,Müllerstr. 123-126,"","",93,AC Kupplung Typ 2,43,AC Kupplung Typ 2,50,"","","","",2019-10-01T00:00:00,387878.13260335504,5823879.0962249357
923,bnetza,Allego GmbH,Normalladeeinrichtung,13351 Berlin,Lüderitzstr. 76,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-12-14T00:00:00,387518.03241223376,5824062.1845402271
924,bnetza,Allego GmbH,Normalladeeinrichtung,13351 Berlin,Transvaalstrasse 32,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2018-04-18T00:00:00,387496.5972212397,5823652.1654727347
925,bnetza,Allego GmbH,Normalladeeinrichtung,13353 Berlin,Amrumerstr.,"","",11,AC Steckdose Typ 2,11,"","","","","","",2018-02-08T00:00:00,387957.01554505434,5822747.4674255466
926,bnetza,Allego GmbH,Normalladeeinrichtung,13353 Berlin,Amrumerstr.,"","",3.7,AC Steckdose Typ 2,4,"","","","","","",2018-02-08T00:00:00,387957.01554505434,5822747.4674255466
927,bnetza,Allego GmbH,Normalladeeinrichtung,13353 Berlin,Genter Str. 45,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-12-15T00:00:00,388393.56530216,5823162.5774215683
928,bnetza,Allego GmbH,Normalladeeinrichtung,13353 Berlin,Nordufer 6,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-12-05T00:00:00,388517.73872443876,5822303.2321367823
929,bnetza,Allego GmbH,Normalladeeinrichtung,13353 Berlin,Nordufer 6,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-12-05T00:00:00,388517.73872443876,5822303.2321367823
930,bnetza,Allego GmbH,Normalladeeinrichtung,13353 Berlin,Seestr.18,"","",11,AC Steckdose Typ 2,11,"","","","","","",2018-02-08T00:00:00,387786.77253815188,5823122.26345321
931,bnetza,Allego GmbH,Normalladeeinrichtung,13353 Berlin,Seestr.18,"","",3.7,AC Steckdose Typ 2,4,"","","","","","",2018-02-08T00:00:00,387786.77253815188,5823122.26345321
932,bnetza,Allego GmbH,Normalladeeinrichtung,13355 Berlin,Hussitenstr. 76,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-12-15T00:00:00,390838.871490421,5821923.1983772367
933,bnetza,Allego GmbH,Normalladeeinrichtung,13355 Berlin,Rügener Str. 26,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-12-15T00:00:00,390940.77770792844,5822875.68299826
934,bnetza,EnBW Energie Baden-Württemberg,Normalladeeinrichtung,13357 Berlin,Badstr. 4,"","",110,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,2019-12-16T00:00:00,390745.0334657823,5823391.0349049326
935,bnetza,Lidl Dienstleistung GmbH & Co. KG,Normalladeeinrichtung,13357 Berlin,Prinzenallee 75,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2019-07-25T00:00:00,390395.3095273358,5824009.7717687124
936,bnetza,Lidl Dienstleistung GmbH & Co. KG,Normalladeeinrichtung,13357 Berlin,Reinickendorfer Str. 41,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2019-08-12T00:00:00,389450.50737979874,5823355.7969854278
937,bnetza,Allego GmbH,Normalladeeinrichtung,13359 Berlin,Steegerstr. 14,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-11-13T00:00:00,391193.938438114,5824737.9430610007
938,bnetza,Allego GmbH,Normalladeeinrichtung,13359 Berlin,Steegerstr. 14,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-11-13T00:00:00,391193.938438114,5824737.9430610007
939,bnetza,Allego GmbH,Normalladeeinrichtung,13403 Berlin,Blankestr. 19,"","",3.7,AC Steckdose Typ 2,4,"","","","","","",2016-10-19T00:00:00,386784.60476086818,5825051.8110802593
940,bnetza,Kaufland,Schnellladeeinrichtung,13403 Berlin,Ollenhauerstr. 122,"","",93,AC Kupplung Typ 2,43,"AC Kupplung Typ 2, DC CHAdeMO",50,"","","","",2019-03-24T00:00:00,386713.25069626956,5825513.6104852865
941,bnetza,Lidl Dienstleistung GmbH & Co. KG,Normalladeeinrichtung,13409 Berlin,Provinzstr. 30,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2019-06-26T00:00:00,390102.06057127041,5825181.9113827236
942,bnetza,Kaufland,Schnellladeeinrichtung,13409 Berlin-Friedrichsfelde,Residenzstraße 85,"","",93,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50,"","","","",2018-11-28T00:00:00,389716.27519827831,5824470.8824450979
943,bnetza,Lidl Dienstleistung GmbH & Co. KG,Schnellladeeinrichtung,13439 Berlin-Reinickendorf,Quickborner Straße 66-70,"","",50,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50,"","","","",2016-09-22T00:00:00,389480.33753619669,5829470.8996631689
944,bnetza,Allego GmbH,Normalladeeinrichtung,13501 Berlin,Zingster Str. 30,"","",11,AC Steckdose Typ 2,11,"","","","","","",2017-07-24T00:00:00,398258.93884208344,5825411.04355168
945,bnetza,Allego GmbH,Normalladeeinrichtung,13501 Berlin,Zingster Str. 30,"","",3.7,AC Steckdose Typ 2,4,"","","","","","",2017-07-24T00:00:00,398258.93884208344,5825411.04355168
946,bnetza,Allego GmbH,Normalladeeinrichtung,13507 Berlin,Am Borsigturm 48,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2018-07-24T00:00:00,383714.57111990562,5827361.2506425073
947,bnetza,Allego GmbH,Normalladeeinrichtung,13507 Berlin,Am Tegeler Hafen 3,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-03-14T00:00:00,383567.55950328032,5828106.64923082
948,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,13581 Berlin,Brunsbütteler Damm 153,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2011-09-26T00:00:00,376175.59430402273,5821961.2604859965
949,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,13581 Berlin,Brunsbütteler Damm 4,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2012-09-28T00:00:00,377697.10904969636,5821887.17140691
950,bnetza,Kaufland,Schnellladeeinrichtung,13581 Berlin,Brunsbütteler Damm 57,"","",93,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50,"","","","",2018-10-05T00:00:00,377171.00734208344,5821905.7982401559
951,bnetza,Allego GmbH,Normalladeeinrichtung,13581 Berlin,Wilhelmshavener Str. 27,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-09-11T00:00:00,377601.51799429196,5821882.9948158739
952,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,13583 Berlin,Falkenseer Chaussee 259,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2011-09-26T00:00:00,376834.43102224427,5823497.8989449423
953,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,13585 Berlin,Hohenzollernring 117,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2011-09-27T00:00:00,377857.07590081153,5824368.9103042269
954,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,13587 Berlin,Hugo-Cassirer-Straße 35,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2011-09-27T00:00:00,379223.76644564769,5824585.0322952913
955,bnetza,Allego GmbH,Normalladeeinrichtung,13591 Berlin,Schulstr. 1,"","",11,AC Steckdose Typ 2,11,"","","","","","",2017-05-22T00:00:00,373818.61221088964,5821546.4622221626
956,bnetza,Allego GmbH,Normalladeeinrichtung,13591 Berlin,Schulstr. 1,"","",3.7,AC Steckdose Typ 2,4,"","","","","","",2017-05-22T00:00:00,373818.61221088964,5821546.4622221626
957,bnetza,Lidl Dienstleistung GmbH & Co. KG,Normalladeeinrichtung,13591 Berlin,Seegefelder Weg 391,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2019-10-01T00:00:00,374090.39848824625,5823404.1534540923
958,bnetza,Allego GmbH,Normalladeeinrichtung,13593 Berlin,Sandstr. 60,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-12-05T00:00:00,375805.71289086773,5820253.5433651134
959,bnetza,Allego GmbH,Normalladeeinrichtung,13593 Berlin,Sandstr. 60,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-12-05T00:00:00,375805.71289086773,5820253.5433651134
960,bnetza,Allego GmbH,Normalladeeinrichtung,13595 Berlin,Franzstraße 4,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2018-06-14T00:00:00,377772.96654292569,5820630.5053123273
961,bnetza,Allego GmbH,Normalladeeinrichtung,13595 Berlin,Graetschelsteig 2,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2018-04-18T00:00:00,376983.43264131423,5820133.7866152767
962,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,13597 Berlin,Am Juliusturm 106,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2012-09-28T00:00:00,378317.3325804866,5822569.709492851
963,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,13597 Berlin,Charlottenburger Chaussee 75,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2011-09-28T00:00:00,379838.98621485394,5821262.6682242677
964,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,13597 Berlin,Ruhlebener Str. 161,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2011-09-27T00:00:00,379035.92969372042,5821106.49992852
965,bnetza,Allego GmbH,Normalladeeinrichtung,13597 Berlin,Schürstr. 17,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-10-30T00:00:00,378436.53939426295,5821823.2350206226
966,bnetza,Allego GmbH,Normalladeeinrichtung,13597 Berlin,Schürstr. 17,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-10-30T00:00:00,378436.53939426295,5821823.2350206226
967,bnetza,Allego GmbH,Normalladeeinrichtung,13599 Berlin,Gartenfelder Str. 104,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-12-05T00:00:00,380562.25397827063,5822871.0749919405
968,bnetza,Allego GmbH,Normalladeeinrichtung,13599 Berlin,Gartenfelder Str. 104,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-12-05T00:00:00,380562.25397827063,5822871.0749919405
969,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,13599 Berlin,Zitadellenweg 34,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2011-09-26T00:00:00,379108.59211576323,5822388.5099812951
970,bnetza,Allego GmbH,Normalladeeinrichtung,13627 Berlin,Reichweindamm 6,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-03-30T00:00:00,384704.81471366965,5821963.9172862861
971,bnetza,Allego GmbH,Normalladeeinrichtung,13627 Berlin,Reichweindamm 6,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-03-30T00:00:00,384704.81471366965,5821963.9172862861
972,bnetza,Nefzger GmbH & Co. KG,Normalladeeinrichtung,13629 Berlin,Nonnendamm 62-64,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2018-08-10T00:00:00,383565.90826271795,5821488.8802348757
973,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,13629 Berlin,Nonnendammallee 101,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2011-09-28T00:00:00,382268.02046992455,5822148.5658950759
974,bnetza,Allego GmbH,Normalladeeinrichtung,14050 Berlin,Eschenallee 1,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-01-05T00:00:00,382583.7007023886,5820255.6143844239
975,bnetza,Allego GmbH,Normalladeeinrichtung,14050 Berlin,Reichstr. 13,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-08-17T00:00:00,382346.45459046017,5819538.0759200053
976,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,14050 Berlin,Steubenplatz 2-4,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2009-06-12T00:00:00,381990.72345310595,5819902.9640351906
977,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,14052 Berlin,Theodor-Heuss-Platz 5,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2009-06-12T00:00:00,382777.6660548682,5819030.9699184373
978,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,14055 Berlin,Heerstraße 35,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2014-09-23T00:00:00,381950.7204099503,5819011.9876357634
979,bnetza,Allego GmbH,Normalladeeinrichtung,14057 Berlin,Herbartstr. 15,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-11-13T00:00:00,383623.24683486938,5818823.1890914561
980,bnetza,BMW AG,Normalladeeinrichtung,14057 Berlin,Messedamm 1,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2019-04-29T00:00:00,383272.14387132134,5819154.7060661754
981,bnetza,Allego GmbH,Normalladeeinrichtung,14059 Berlin,Knobelsdorffstr. 53,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-01-05T00:00:00,383878.21309242933,5819481.7168494137
982,bnetza,Allego GmbH,Normalladeeinrichtung,14059 Berlin,Königin-Elisabeth-Str.,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-05-24T00:00:00,383383.60380472033,5819507.1545148622
983,bnetza,Allego GmbH,Normalladeeinrichtung,14059 Berlin,Königin-Elisabeth-Str.,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-05-24T00:00:00,383383.60380472033,5819507.1545148622
984,bnetza,Allego GmbH,Normalladeeinrichtung,14059 Berlin,Nehringstr. 4,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-12-12T00:00:00,384237.06932936981,5819854.0300784046
985,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,14059 Berlin,Schloßstraße 1 a,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2009-05-20T00:00:00,384362.11217158008,5820121.1575221168
986,bnetza,Allego GmbH,Normalladeeinrichtung,14059 Berlin,Sophie-Charlottenstr. 105D,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-11-13T00:00:00,383745.02092828183,5820194.5240478553
987,bnetza,Autobahn Tank & Rast GmbH ,Schnellladeeinrichtung,14129 Berlin,Grunewald West,"","",100,"DC Kupplung Combo, DC CHAdeMO",50,AC Kupplung Typ 2,42,"","","","",2016-01-08T00:00:00,377072.81037361553,5810886.4496512478
988,bnetza,Charge-ON GmbH,Schnellladeeinrichtung,14129 Berlin,Grunewald West BAB115 ,"","",93,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50,"","","","",2016-01-04T00:00:00,377072.81037361553,5810886.4496512478
989,bnetza,Allego GmbH,Normalladeeinrichtung,14163 Berlin,Argentinische Allee ,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-10-25T00:00:00,380361.33027671615,5811720.6774911582
990,bnetza,Allego GmbH,Normalladeeinrichtung,14163 Berlin,Argentinische Allee ,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-10-25T00:00:00,380361.33027671615,5811720.6774911582
991,bnetza,Allego GmbH,Normalladeeinrichtung,14169 Berlin,Clayallee 326,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-07-31T00:00:00,381897.5347187983,5811229.3497493071
992,bnetza,Allego GmbH,Normalladeeinrichtung,14195 Berlin,Königin-Luise-Str. 40,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2016-07-09T00:00:00,383928.37061032536,5813350.914138997
993,bnetza,Allego GmbH,Normalladeeinrichtung,14197 Berlin,Bundesallee 62,"","",11,AC Steckdose Typ 2,11,"","","","","","",2017-05-22T00:00:00,386466.41038288944,5815409.1920917863
994,bnetza,Allego GmbH,Normalladeeinrichtung,14197 Berlin,Bundesallee 62,"","",3.7,AC Steckdose Typ 2,4,"","","","","","",2017-05-22T00:00:00,386466.41038288944,5815409.1920917863
995,bnetza,Allego GmbH,Normalladeeinrichtung,14197 Berlin,Mecklenburgische Str. 90,"","",3.7,AC Steckdose Typ 2,4,"","","","","","",2018-06-06T00:00:00,384749.6619480963,5815225.3327216869
996,bnetza,Allego GmbH,Normalladeeinrichtung,14197 Berlin,Schlangenbader Str. ggü. 26,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2015-11-13T00:00:00,385080.69857882953,5814902.4201219333
997,bnetza,innogy eMobility Solutions GmbH,Normalladeeinrichtung,14199 Berlin,Fritz-Wildung-Straße 26,"","",44,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22,"","","","",2009-06-12T00:00:00,384335.03528256959,5816208.3567813775
998,bnetza,Allego GmbH,Normalladeeinrichtung,14199 Berlin,Hohenzollerndamm 110A,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-07-05T00:00:00,383346.93181736383,5815551.1621136656
999,bnetza,Allego GmbH,Normalladeeinrichtung,14199 Berlin,Hohenzollerndamm 110A,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-07-05T00:00:00,383346.93181736383,5815551.1621136656
1000,bnetza,Allego GmbH,Normalladeeinrichtung,14199 Berlin,Hohenzollerndamm 137,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-07-05T00:00:00,384159.89211759414,5816271.6927281367
1001,bnetza,Allego GmbH,Normalladeeinrichtung,14199 Berlin,Hohenzollerndamm 137,"","",22,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11,"","","","",2017-07-05T00:00:00,384159.89211759414,5816271.6927281367
1002,bnetza,Allego GmbH,Normalladeeinrichtung,14199 Berlin,Warnemünder Str. 7,"","",3.7,AC Steckdose Typ 2,4,"","","","","","",2018-05-07T00:00:00,383874.65719908738,5815090.8428105321
1003,bnetza,Kaufland,Schnellladeeinrichtung,42329 Berlin,Goerzallee 195,"","",93,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50,"","","","",2019-02-19T00:00:00,383463.77539768053,5808825.5752857113
10010,allego,Allego GmbH,Normalladeeinrichtung,10999 Berlin,Lausitzer Str. 6,AC-dreiphasig,"","","","","","","","","","","",393380.97484233027,5817598.00538423
10053,allego,Allego GmbH,Normalladeeinrichtung,10627 Berlin,Pestalozzistr. 44,AC-dreiphasig,"","","","","","","","","","","",384742.87872069742,5818897.9892683551
10155,allego,Allego GmbH,Normalladeeinrichtung,10623 Berlin,Knesebeckstr. 2,AC-dreiphasig,"","","","","","","","","","","",386189.14601971558,5819152.1733724158
10157,allego,Allego GmbH,Normalladeeinrichtung,10435 Berlin,Oderberger Str. 22,AC-dreiphasig,"","","","","","","","","","","",391988.73301548872,5822268.4607276423
10160,allego,Allego GmbH,Normalladeeinrichtung,10961 Berlin,Solmsstr. 16,AC-dreiphasig,"","","","","","","","","","","",390864.14487433759,5816930.3275807779
10175,allego,Allego GmbH,Normalladeeinrichtung,10961 Berlin,Nostitzstr. 36,AC-dreiphasig,"","","","","","","","","","","",390720.30773882789,5816736.3504358968
10183,allego,Allego GmbH,Normalladeeinrichtung,10245 Berlin,Glasbläserallee 4,AC-dreiphasig,"","","","","","","","","","","",395991.30153966177,5817353.869740637
10185,allego,Allego GmbH,Normalladeeinrichtung,12489 Berlin,Rudower Chaussee 25,AC-dreiphasig,"","","","","","","","","","","",400056.13298271509,5809824.6766408235
10206,allego,Allego GmbH,Normalladeeinrichtung,12249 Berlin,Friedrichrodaer Str. 66,AC-dreiphasig,"","","","","","","","","","","",386591.35860116273,5818292.5569316028
10207,allego,Allego GmbH,Normalladeeinrichtung,13507 Berlin,Am Borsigturm 48,AC-dreiphasig,"","","","","","","","","","","",383707.83456906711,5827351.3620412434
10209,allego,Allego GmbH,Normalladeeinrichtung,10179 Berlin,Adalbertstr. 66,AC-dreiphasig,"","","","","","","","","","","",392933.62344460993,5818458.2283191234
10210,allego,Allego GmbH,Normalladeeinrichtung,10789 Berlin,Nürnberger Str. 25,AC-dreiphasig,"","","","","","","","","","","",387082.11198170471,5818023.8351331232
10213,allego,Allego GmbH,Normalladeeinrichtung,14057 Berlin,Leonhardstr. 14,AC-dreiphasig,"","","","","","","","","","","",384354.22846844746,5818682.8035621541
10214,allego,Allego GmbH,Normalladeeinrichtung,10997 Berlin,Schlesische Str. 26,AC-dreiphasig,"","","","","","","","","","","",394654.74689250404,5817536.3023376856
10215,allego,Allego GmbH,Normalladeeinrichtung,14057 Berlin,Witzlebenstr. 36,AC-dreiphasig,"","","","","","","","","","","",384289.20774904866,5819106.7642616313
10216,allego,Allego GmbH,Normalladeeinrichtung,10709 Berlin,Cicerostr. 13,AC-dreiphasig,"","","","","","","","","","","",384697.515444731,5817373.7239685347
10217,allego,Allego GmbH,Normalladeeinrichtung,13403 Berlin,Blankestr. 19,AC-einphasig,"","","","","","","","","","","",386784.02742129163,5825056.1644031154
10231,allego,Allego GmbH,Normalladeeinrichtung,12435 Berlin,Puschkinallee 9a,AC-einphasig,"","","","","","","","","","","",395288.03268500441,5817037.8065394023
10244,allego,Allego GmbH,Normalladeeinrichtung,14195 Berlin,Pacelliallee 8,AC-einphasig,"","","","","","","","","","","",383810.02461775474,5814516.6032304307
10245,allego,Allego GmbH,Normalladeeinrichtung,14055 Berlin,Kiplingweg 22,AC-einphasig,"","","","","","","","","","","",379985.50345789379,5818815.5737977335
10255,allego,Allego GmbH,Normalladeeinrichtung,12043 Berlin,Donaustr. 89,Triple-Charger,"","","","","","","","","","","",394048.28018765757,5815542.669502195
